trial 0 t0 lA False rA False pd1 0 pd2 0 eo1 0 eo2 0 pp1 (0.0, 0.0) pp2 (0.0, 0.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t30.4531 lA True rA False pd1 2.959351 pd2 -1 eo1 0.4343279 eo2 0.1887666 pp1 (0.5, 0.4) pp2 (0.5, 0.7) gd1 (0.0, -0.3, 0.9) gd2 (0.0, 0.0, 0.0) go1 (32.5, 6.2, -21.4) go2 (0.0, 0.0, 0.0)
trial 0 t30.47531 lA True rA False pd1 3.065598 pd2 -1 eo1 0.6569885 eo2 0.4114129 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, 0.0, 0.0) go1 (32.5, 6.2, -21.3) go2 (0.0, 0.0, 0.0)
trial 0 t30.49716 lA True rA True pd1 2.975525 pd2 2.624207 eo1 0.6981544 eo2 0.3597484 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.1, -21.2) go2 (-30.9, 0.8, -24.1)
trial 0 t30.51931 lA True rA True pd1 3.066299 pd2 2.886124 eo1 0.751659 eo2 0.4192895 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.2, -21.8) go2 (-30.9, 0.6, -23.7)
trial 0 t30.54132 lA True rA True pd1 3.02832 pd2 2.79985 eo1 0.831065 eo2 0.5766238 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.2, -22.0) go2 (-30.9, 0.7, -24.1)
trial 0 t30.56335 lA True rA True pd1 3.002792 pd2 2.961166 eo1 0.8691072 eo2 0.65096 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.2, -22.0) go2 (-30.9, 0.7, -24.0)
trial 0 t30.58579 lA True rA True pd1 3.019867 pd2 3.035446 eo1 0.8857501 eo2 0.6969415 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.2, -22.0) go2 (-30.9, 0.7, -24.2)
trial 0 t30.6078 lA True rA True pd1 3.12587 pd2 3.083755 eo1 0.905902 eo2 0.6937653 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.2, -22.0) go2 (-30.9, 0.8, -24.7)
trial 0 t30.62933 lA True rA True pd1 3.145065 pd2 3.117615 eo1 0.9407155 eo2 0.7474337 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -22.0) go2 (-30.9, 0.8, -24.7)
trial 0 t30.65194 lA True rA True pd1 3.149002 pd2 3.131409 eo1 0.950198 eo2 0.7987416 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -22.0) go2 (-30.9, 0.8, -24.5)
trial 0 t30.67444 lA True rA True pd1 3.276245 pd2 3.138977 eo1 0.9556819 eo2 0.8102388 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -22.0) go2 (-30.9, 0.7, -24.5)
trial 0 t30.69733 lA True rA True pd1 3.306473 pd2 3.131577 eo1 0.9640906 eo2 0.8179493 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -22.0) go2 (-30.9, 0.7, -24.5)
trial 0 t30.71939 lA True rA True pd1 3.312729 pd2 3.131866 eo1 0.9725614 eo2 0.8276675 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -21.9) go2 (-30.9, 0.7, -24.5)
trial 0 t30.74183 lA True rA True pd1 3.34082 pd2 3.123978 eo1 0.9753297 eo2 0.845356 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -21.9) go2 (-30.9, 0.7, -24.3)
trial 0 t30.76378 lA True rA True pd1 3.359985 pd2 3.112335 eo1 0.9721942 eo2 0.8519679 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -21.9) go2 (-30.9, 0.7, -24.3)
trial 0 t30.78586 lA True rA True pd1 3.368774 pd2 3.098846 eo1 0.9734176 eo2 0.8343843 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -21.9) go2 (-30.9, 0.7, -24.3)
trial 0 t30.8188 lA True rA True pd1 3.385315 pd2 3.112961 eo1 0.9733189 eo2 0.8409081 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -21.9) go2 (-30.9, 0.7, -24.3)
trial 0 t30.84052 lA True rA True pd1 3.385315 pd2 3.101227 eo1 0.9735109 eo2 0.8624737 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -21.9) go2 (-30.9, 0.7, -24.3)
trial 0 t30.86287 lA True rA True pd1 3.408203 pd2 3.100937 eo1 0.9798095 eo2 0.8629676 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.0, -21.9) go2 (-30.9, 0.7, -24.3)
trial 0 t30.88537 lA True rA True pd1 3.425095 pd2 3.099564 eo1 0.976024 eo2 0.8547228 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.0, -21.9) go2 (-30.9, 0.7, -24.4)
trial 0 t30.90739 lA True rA True pd1 3.415527 pd2 3.084488 eo1 0.9930406 eo2 0.8504933 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.0, -21.9) go2 (-30.9, 0.7, -24.4)
trial 0 t30.93035 lA True rA True pd1 3.410156 pd2 3.084137 eo1 0.9511734 eo2 0.8389771 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.0, -21.9) go2 (-30.9, 0.7, -24.4)
trial 0 t30.95167 lA True rA True pd1 3.388077 pd2 3.099564 eo1 0.9466929 eo2 0.8288454 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.0, -21.9) go2 (-30.8, 0.7, -24.3)
trial 0 t30.97394 lA True rA True pd1 3.275894 pd2 2.99707 eo1 0.9440119 eo2 0.827949 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.1, -22.0) go2 (-30.7, 0.6, -24.1)
trial 0 t30.9961 lA True rA True pd1 3.349411 pd2 2.99884 eo1 0.9446179 eo2 0.8516908 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.1, -22.0) go2 (-30.7, 0.6, -24.2)
trial 0 t31.01805 lA True rA True pd1 3.345871 pd2 2.995773 eo1 0.9554678 eo2 0.8598489 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.7, 0.6, -24.1)
trial 0 t31.04007 lA True rA True pd1 3.341309 pd2 2.993759 eo1 0.9564186 eo2 0.8539432 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.7, 0.6, -24.1)
trial 0 t31.06233 lA True rA True pd1 3.321121 pd2 2.986359 eo1 0.9539868 eo2 0.8681916 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.7, 0.6, -24.1)
trial 0 t31.08469 lA True rA True pd1 3.319458 pd2 2.913589 eo1 0.9576912 eo2 0.870362 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.10704 lA True rA True pd1 3.31842 pd2 2.893387 eo1 0.9580356 eo2 0.8689655 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.14048 lA True rA True pd1 3.314102 pd2 2.881729 eo1 0.951161 eo2 0.8752917 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.16283 lA True rA True pd1 3.304688 pd2 2.88208 eo1 0.9475856 eo2 0.8615344 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.1849 lA True rA True pd1 3.298309 pd2 2.878906 eo1 0.9648823 eo2 0.8623801 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.20704 lA True rA True pd1 3.27948 pd2 2.848938 eo1 0.9573043 eo2 0.8690454 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.22929 lA True rA True pd1 3.253113 pd2 2.837036 eo1 0.9328644 eo2 0.8656371 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.25155 lA True rA True pd1 3.25325 pd2 2.843246 eo1 0.9536817 eo2 0.8422952 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.27371 lA True rA True pd1 3.231918 pd2 2.841568 eo1 0.9246791 eo2 0.8757565 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.29605 lA True rA True pd1 3.216156 pd2 2.837662 eo1 0.9338267 eo2 0.8557587 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.7, 6.0, -22.1) go2 (-30.7, 0.6, -24.1)
trial 0 t31.31846 lA True rA True pd1 3.201019 pd2 2.818024 eo1 0.9299946 eo2 0.8257684 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.7, 6.0, -22.1) go2 (-30.7, 0.6, -24.0)
trial 0 t31.34024 lA True rA True pd1 3.201233 pd2 2.840256 eo1 0.9195405 eo2 0.8358914 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.7, 6.0, -22.0) go2 (-30.7, 0.6, -24.0)
trial 0 t31.36202 lA True rA True pd1 3.192505 pd2 2.853012 eo1 0.9132881 eo2 0.8221114 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.7, 6.0, -22.0) go2 (-30.7, 0.5, -23.8)
trial 0 t31.38451 lA True rA True pd1 3.193695 pd2 2.828506 eo1 0.8909742 eo2 0.8067171 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.7, 6.1, -22.0) go2 (-30.7, 0.5, -23.7)
trial 0 t31.40729 lA True rA True pd1 3.200638 pd2 2.753632 eo1 0.8996257 eo2 0.7787643 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.7, 6.1, -22.0) go2 (-30.8, 0.6, -23.8)
trial 0 t31.42976 lA True rA True pd1 3.226257 pd2 2.842239 eo1 0.8921126 eo2 0.7754337 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.9) go2 (-30.9, 0.7, -24.3)
trial 0 t31.45203 lA True rA True pd1 3.231293 pd2 2.857071 eo1 0.8924717 eo2 0.7731314 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.8) go2 (-30.9, 0.7, -24.3)
trial 0 t31.47474 lA True rA True pd1 3.24852 pd2 2.806793 eo1 0.891953 eo2 0.774866 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.8) go2 (-30.9, 0.7, -24.4)
trial 0 t31.50767 lA True rA True pd1 3.220642 pd2 2.795837 eo1 0.8950183 eo2 0.7706301 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.8) go2 (-30.9, 0.7, -24.4)
trial 0 t31.52945 lA True rA True pd1 3.220352 pd2 2.801529 eo1 0.8867517 eo2 0.7865175 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.8) go2 (-30.9, 0.7, -24.4)
trial 0 t31.55187 lA True rA True pd1 3.220627 pd2 2.808502 eo1 0.8697598 eo2 0.7657452 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.8) go2 (-30.9, 0.7, -24.4)
trial 0 t31.5736 lA True rA True pd1 3.191742 pd2 2.829453 eo1 0.8714111 eo2 0.7510762 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.8) go2 (-30.9, 0.7, -24.4)
trial 0 t31.59593 lA True rA True pd1 3.174515 pd2 2.851212 eo1 0.8677661 eo2 0.7455 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.8) go2 (-30.9, 0.7, -24.4)
trial 0 t31.61828 lA True rA True pd1 3.175079 pd2 2.885864 eo1 0.8479962 eo2 0.7436693 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.4)
trial 0 t31.6403 lA True rA True pd1 3.179886 pd2 2.921036 eo1 0.8616146 eo2 0.7482171 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.3)
trial 0 t31.66235 lA True rA True pd1 3.209976 pd2 2.921265 eo1 0.8539889 eo2 0.7567948 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.3)
trial 0 t31.68483 lA True rA True pd1 3.230118 pd2 2.924728 eo1 0.8646796 eo2 0.7685237 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.3)
trial 0 t31.70691 lA True rA True pd1 3.260544 pd2 2.92485 eo1 0.8606945 eo2 0.7519458 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.3)
trial 0 t31.72907 lA True rA True pd1 3.26062 pd2 2.921494 eo1 0.8767536 eo2 0.7533706 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.3)
trial 0 t31.75132 lA True rA True pd1 3.275574 pd2 2.928513 eo1 0.887953 eo2 0.7440485 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.3)
trial 0 t31.77348 lA True rA True pd1 3.275955 pd2 2.930481 eo1 0.8709705 eo2 0.7635729 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.3)
trial 0 t31.79606 lA True rA True pd1 3.291214 pd2 2.933044 eo1 0.8774759 eo2 0.7695249 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.3)
trial 0 t31.81818 lA True rA True pd1 3.278046 pd2 2.950272 eo1 0.8692718 eo2 0.7727045 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.3)
trial 0 t31.85131 lA True rA True pd1 3.278137 pd2 2.95636 eo1 0.871617 eo2 0.7543755 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.2)
trial 0 t31.87342 lA True rA True pd1 3.288498 pd2 2.959854 eo1 0.8751664 eo2 0.7526048 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.2)
trial 0 t31.8954 lA True rA True pd1 3.278641 pd2 2.968277 eo1 0.8596047 eo2 0.7535454 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.2)
trial 0 t31.9181 lA True rA True pd1 3.288544 pd2 2.968384 eo1 0.8662103 eo2 0.7675913 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.1, -21.7) go2 (-30.9, 0.7, -24.2)
trial 0 t31.94116 lA True rA True pd1 3.283371 pd2 2.982483 eo1 0.8838811 eo2 0.7529703 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -21.7) go2 (-30.9, 0.7, -24.2)
trial 0 t31.96302 lA True rA True pd1 3.287201 pd2 2.9841 eo1 0.8740316 eo2 0.7541763 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -21.7) go2 (-30.9, 0.7, -24.1)
trial 0 t31.98568 lA True rA True pd1 3.284988 pd2 2.917007 eo1 0.8037298 eo2 0.632316 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.2, -21.8) go2 (-30.9, 0.7, -23.7)
trial 0 t32.00824 lA True rA True pd1 3.232132 pd2 2.982574 eo1 0.8135418 eo2 0.6131962 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.4, 6.7, -21.4) go2 (-30.7, 1.3, -24.1)
trial 0 t32.03025 lA True rA True pd1 3.379745 pd2 2.978806 eo1 0.8390149 eo2 0.7225482 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.9, -21.3) go2 (-30.7, 1.4, -23.7)
trial 0 t32.05214 lA True rA True pd1 3.316177 pd2 2.92215 eo1 0.881135 eo2 0.7702003 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.4, 6.9, -21.4) go2 (-30.8, 1.3, -23.6)
trial 0 t32.07387 lA True rA True pd1 3.341568 pd2 2.932541 eo1 0.9004135 eo2 0.8019398 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.9, -21.3) go2 (-30.8, 1.3, -23.6)
trial 0 t32.09701 lA True rA True pd1 3.330475 pd2 3.00679 eo1 0.9315001 eo2 0.8622636 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.9, -21.3) go2 (-30.8, 1.3, -23.6)
trial 0 t32.11928 lA True rA True pd1 3.324677 pd2 2.917816 eo1 0.9532549 eo2 0.8896354 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.9, -21.3) go2 (-30.9, 1.3, -24.0)
trial 0 t32.14094 lA True rA True pd1 3.342697 pd2 2.949066 eo1 0.9767339 eo2 0.9181227 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.8, -21.3) go2 (-30.9, 1.3, -24.0)
trial 0 t32.16305 lA True rA True pd1 3.34491 pd2 2.949326 eo1 0.9950768 eo2 0.9322163 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.8, -21.3) go2 (-30.9, 1.3, -24.1)
trial 0 t32.18509 lA True rA True pd1 3.346146 pd2 2.950882 eo1 1 eo2 0.9845021 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.8, -21.3) go2 (-30.9, 1.4, -24.2)
trial 0 t32.20716 lA True rA True pd1 3.347244 pd2 2.993256 eo1 1 eo2 0.9854121 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.7, -21.3) go2 (-30.9, 1.4, -24.3)
trial 0 t32.23996 lA True rA True pd1 3.356064 pd2 2.977432 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.7, -21.2) go2 (-30.9, 1.4, -24.3)
trial 0 t32.2621 lA True rA True pd1 3.359146 pd2 2.973663 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.7, -21.1) go2 (-30.9, 1.4, -24.5)
trial 0 t32.28442 lA True rA True pd1 3.35672 pd2 2.973358 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.6, -21.2) go2 (-30.9, 1.4, -24.5)
trial 0 t32.30625 lA True rA True pd1 3.354294 pd2 2.970169 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.6, -21.2) go2 (-30.9, 1.4, -24.5)
trial 0 t32.32891 lA True rA True pd1 3.328934 pd2 2.948486 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.6, -21.2) go2 (-30.9, 1.3, -24.4)
trial 0 t32.35166 lA True rA True pd1 3.328995 pd2 2.946716 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.6, -21.2) go2 (-30.9, 1.3, -24.4)
trial 0 t32.37357 lA True rA True pd1 3.323242 pd2 2.955582 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.6, -21.2) go2 (-30.9, 1.2, -24.0)
trial 0 t32.39592 lA True rA True pd1 3.328308 pd2 2.938049 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.6, -21.2) go2 (-30.9, 1.2, -24.0)
trial 0 t32.41862 lA True rA True pd1 3.323441 pd2 2.933746 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.4, 6.6, -21.2) go2 (-30.9, 1.2, -23.9)
