trial 0 t0 lA False rA False pd1 0 pd2 0 eo1 0 eo2 0 pp1 (0.0, 0.0) pp2 (0.0, 0.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 1 t83.18411 lA True rA True pd1 2.747238 pd2 2.89679 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.8, 1.8, -29.7) go2 (-28.3, 2.7, -27.1)
trial 1 t83.20621 lA True rA True pd1 2.736893 pd2 2.895218 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.8, 1.8, -29.7) go2 (-28.3, 2.7, -27.1)
trial 1 t83.23971 lA True rA True pd1 2.5634 pd2 2.592072 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -29.9) go2 (-28.4, 2.7, -27.2)
trial 1 t83.26196 lA True rA True pd1 1.677216 pd2 2.802719 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.2, 1.8, -29.9) go2 (-28.9, 2.8, -27.6)
trial 1 t83.28435 lA True rA True pd1 1.953491 pd2 2.569855 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -30.0) go2 (-29.1, 2.9, -27.9)
trial 1 t83.30637 lA True rA True pd1 2.023788 pd2 2.481018 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -29.9) go2 (-29.1, 2.9, -27.8)
trial 1 t83.32851 lA True rA True pd1 1.962769 pd2 2.508621 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -29.9) go2 (-29.1, 2.9, -27.8)
trial 1 t83.35051 lA True rA True pd1 1.918564 pd2 2.5271 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -29.9) go2 (-29.1, 2.9, -27.8)
trial 1 t83.37274 lA True rA True pd1 1.916321 pd2 2.519455 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -29.8) go2 (-29.1, 2.9, -27.8)
trial 1 t83.39526 lA True rA True pd1 1.917252 pd2 2.529251 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -29.8) go2 (-29.1, 2.9, -27.8)
trial 1 t83.41753 lA True rA True pd1 1.87796 pd2 2.566071 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -29.8) go2 (-29.1, 2.9, -27.8)
trial 1 t83.43976 lA True rA True pd1 1.878586 pd2 2.544159 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -29.8) go2 (-29.1, 2.9, -27.8)
trial 1 t83.46228 lA True rA True pd1 1.87854 pd2 2.58519 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -29.7) go2 (-29.0, 2.9, -27.8)
trial 1 t83.48415 lA True rA True pd1 1.876038 pd2 2.585739 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.2, 1.8, -29.7) go2 (-29.0, 2.9, -27.8)
trial 1 t83.50613 lA True rA True pd1 1.920059 pd2 2.585968 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.2, 1.8, -29.7) go2 (-29.0, 2.9, -27.8)
trial 1 t83.52837 lA True rA True pd1 1.910721 pd2 2.589508 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.2, 1.8, -29.7) go2 (-29.0, 2.9, -27.8)
trial 1 t83.55044 lA True rA True pd1 1.910751 pd2 2.580475 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.2, 1.8, -29.7) go2 (-29.0, 2.9, -27.7)
trial 1 t83.57287 lA True rA True pd1 1.88942 pd2 2.580582 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.2, 1.8, -29.7) go2 (-29.0, 2.9, -27.7)
trial 1 t83.60608 lA True rA True pd1 1.89003 pd2 2.538193 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.2, 1.7, -29.6) go2 (-29.0, 2.9, -27.7)
trial 1 t83.6283 lA True rA True pd1 2.257385 pd2 2.393127 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.0, 1.0) go1 (33.3, 1.7, -29.4) go2 (-28.8, 2.8, -27.4)
trial 1 t83.65017 lA True rA True pd1 2.392563 pd2 2.785782 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.9, -30.1) go2 (-28.4, 2.8, -27.6)
trial 1 t83.67211 lA True rA True pd1 2.408401 pd2 2.837341 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.9, -30.0) go2 (-28.4, 2.8, -27.5)
trial 1 t83.69469 lA True rA True pd1 2.441177 pd2 2.842575 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -30.0) go2 (-28.4, 2.8, -27.5)
trial 1 t83.71638 lA True rA True pd1 2.415344 pd2 2.869141 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -30.0) go2 (-28.4, 2.8, -27.5)
trial 1 t83.73871 lA True rA True pd1 2.4151 pd2 2.896118 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.9, -30.0) go2 (-28.4, 2.8, -27.5)
trial 1 t83.76098 lA True rA True pd1 2.424622 pd2 2.895554 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.9, -30.0) go2 (-28.4, 2.8, -27.5)
trial 1 t83.78357 lA True rA True pd1 2.467667 pd2 2.84201 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -30.0) go2 (-28.4, 2.8, -27.5)
trial 1 t83.80568 lA True rA True pd1 2.434402 pd2 2.89772 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -30.0) go2 (-28.4, 2.8, -27.5)
trial 1 t83.82816 lA True rA True pd1 2.540695 pd2 2.8396 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -30.0) go2 (-28.4, 2.8, -27.3)
trial 1 t83.85042 lA True rA True pd1 2.54129 pd2 2.840454 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -30.0) go2 (-28.4, 2.8, -27.3)
trial 1 t83.87282 lA True rA True pd1 2.43718 pd2 2.782303 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -30.0) go2 (-28.4, 2.8, -27.3)
trial 1 t83.89517 lA True rA True pd1 2.424973 pd2 2.782486 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -30.0) go2 (-28.4, 2.7, -27.3)
trial 1 t83.91755 lA True rA True pd1 2.437546 pd2 2.782623 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.1, 0.1, 1.0) go1 (33.7, 1.8, -30.0) go2 (-28.4, 2.7, -27.3)
trial 1 t83.93969 lA True rA True pd1 2.185867 pd2 2.994827 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.5, 1.7, -29.4) go2 (-28.7, 2.8, -27.5)
trial 1 t83.96218 lA True rA True pd1 1.839417 pd2 2.719894 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.8, 1.8, -29.7) go2 (-29.3, 3.1, -28.2)
trial 1 t83.98409 lA True rA True pd1 1.385803 pd2 2.728104 eo1 1 eo2 1 pp1 (0.6, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 0.9) gd2 (-0.1, 0.1, 1.0) go1 (32.5, 2.4, -31.6) go2 (-29.6, 3.2, -28.6)
trial 1 t84.01671 lA True rA True pd1 1.524399 pd2 2.728745 eo1 1 eo2 1 pp1 (0.6, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 0.9) gd2 (-0.1, 0.1, 1.0) go1 (32.5, 2.3, -31.5) go2 (-29.6, 3.2, -28.5)
trial 1 t84.03895 lA True rA True pd1 1.805771 pd2 2.732758 eo1 1 eo2 1 pp1 (0.6, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.5, 2.3, -31.5) go2 (-29.6, 3.2, -28.5)
trial 1 t84.06118 lA True rA True pd1 1.552078 pd2 2.735962 eo1 1 eo2 1 pp1 (0.6, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 0.9) gd2 (-0.1, 0.1, 1.0) go1 (32.5, 2.3, -31.5) go2 (-29.6, 3.1, -28.4)
trial 1 t84.08353 lA True rA True pd1 1.853348 pd2 2.736298 eo1 1 eo2 1 pp1 (0.6, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.5, 2.3, -31.5) go2 (-29.6, 3.1, -28.4)
trial 1 t84.10579 lA True rA True pd1 1.851212 pd2 2.735901 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.5, 2.3, -31.5) go2 (-29.6, 3.1, -28.3)
trial 1 t84.12793 lA True rA True pd1 1.811096 pd2 2.736984 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.5, 2.3, -31.5) go2 (-29.6, 3.1, -28.3)
trial 1 t84.15023 lA True rA True pd1 1.810684 pd2 2.761093 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.5, 2.3, -31.4) go2 (-29.6, 3.1, -28.2)
trial 1 t84.17235 lA True rA True pd1 1.810089 pd2 2.737 eo1 1 eo2 1 pp1 (0.6, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.5, 2.3, -31.4) go2 (-29.6, 3.1, -28.2)
trial 1 t84.19479 lA True rA True pd1 2.059555 pd2 2.823242 eo1 1 eo2 0.9944878 pp1 (0.5, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.4, 2.2, -31.2) go2 (-29.7, 3.2, -28.4)
trial 1 t84.21648 lA True rA True pd1 2.450653 pd2 3.201416 eo1 1 eo2 0.9846428 pp1 (0.6, 0.5) pp2 (0.5, 0.4) gd1 (-0.3, 0.1, 0.9) gd2 (-0.1, 0.1, 1.0) go1 (32.0, 1.8, -29.9) go2 (-30.0, 3.4, -29.1)
trial 1 t84.23902 lA True rA True pd1 2.288452 pd2 3.366425 eo1 1 eo2 0.9790003 pp1 (0.6, 0.5) pp2 (0.5, 0.4) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.1, 1.8, -29.8) go2 (-30.0, 3.4, -29.1)
trial 1 t84.26122 lA True rA True pd1 2.395447 pd2 3.116211 eo1 1 eo2 0.9857264 pp1 (0.6, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.1, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.1, 1.8, -29.8) go2 (-30.0, 3.4, -29.0)
trial 1 t84.28326 lA True rA True pd1 2.415939 pd2 3.151077 eo1 1 eo2 0.9868978 pp1 (0.6, 0.5) pp2 (0.5, 0.5) gd1 (-0.3, 0.1, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.1, 1.7, -29.7) go2 (-30.0, 3.3, -28.8)
trial 1 t84.30555 lA True rA True pd1 2.384277 pd2 3.213348 eo1 1 eo2 0.9806304 pp1 (0.6, 0.5) pp2 (0.5, 0.4) gd1 (-0.3, 0.1, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.1, 1.7, -29.8) go2 (-30.0, 3.3, -28.8)
trial 1 t84.32798 lA True rA True pd1 2.293518 pd2 3.246948 eo1 1 eo2 0.9843872 pp1 (0.6, 0.5) pp2 (0.5, 0.4) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.1, 1.8, -29.8) go2 (-30.0, 3.3, -28.8)
trial 1 t84.35004 lA True rA True pd1 2.332474 pd2 3.209961 eo1 1 eo2 0.9876056 pp1 (0.6, 0.5) pp2 (0.5, 0.4) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.1, 1.8, -29.8) go2 (-30.0, 3.3, -28.8)
trial 1 t84.38343 lA True rA True pd1 2.339828 pd2 3.209763 eo1 1 eo2 0.9902264 pp1 (0.6, 0.5) pp2 (0.5, 0.4) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.1, 1.8, -29.9) go2 (-30.0, 3.3, -28.8)
trial 1 t84.40567 lA True rA True pd1 2.339035 pd2 3.211105 eo1 1 eo2 0.990832 pp1 (0.6, 0.5) pp2 (0.5, 0.4) gd1 (-0.3, 0.0, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.1, 1.8, -29.9) go2 (-30.0, 3.3, -28.8)
trial 1 t84.42805 lA True rA True pd1 2.39357 pd2 3.190292 eo1 1 eo2 1 pp1 (0.6, 0.5) pp2 (0.5, 0.4) gd1 (-0.3, 0.1, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.1, 1.8, -30.0) go2 (-30.0, 3.3, -28.7)
trial 1 t84.45033 lA True rA True pd1 3.056549 pd2 3.188202 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.5, 0.4) gd1 (-0.2, 0.1, 1.0) gd2 (-0.1, 0.1, 1.0) go1 (32.3, 1.9, -30.2) go2 (-29.9, 3.3, -28.7)
trial 1 t84.47218 lA True rA True pd1 2.487793 pd2 2.787888 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.4, 1.9, -30.1) go2 (-28.7, 2.9, -27.6)
trial 1 t84.49438 lA True rA True pd1 2.288712 pd2 2.775223 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.5, 1.8, -29.8) go2 (-28.5, 2.8, -27.5)
trial 1 t84.51635 lA True rA True pd1 2.319778 pd2 2.723389 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.5, 1.8, -29.8) go2 (-28.5, 2.9, -27.6)
trial 1 t84.53881 lA True rA True pd1 2.339035 pd2 2.840897 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.5, 1.8, -29.8) go2 (-28.5, 2.9, -27.6)
trial 1 t84.56126 lA True rA True pd1 2.343109 pd2 2.829315 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.5, 1.8, -29.7) go2 (-28.5, 2.9, -27.6)
trial 1 t84.58342 lA True rA True pd1 2.37178 pd2 2.772171 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.5, 1.8, -29.7) go2 (-28.5, 2.9, -27.6)
trial 1 t84.6056 lA True rA True pd1 2.372086 pd2 2.772186 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.5, 1.8, -29.7) go2 (-28.5, 2.9, -27.6)
trial 1 t84.62807 lA True rA True pd1 2.435562 pd2 2.759567 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.6, 1.8, -29.7) go2 (-28.6, 3.0, -28.0)
trial 1 t84.65041 lA True rA True pd1 2.43866 pd2 2.76062 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.6, 1.8, -29.7) go2 (-28.6, 3.0, -28.0)
trial 1 t84.67271 lA True rA True pd1 2.440765 pd2 2.761002 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.6, 1.8, -29.7) go2 (-28.6, 3.0, -28.0)
trial 1 t84.6944 lA True rA True pd1 2.087784 pd2 2.704346 eo1 0.9582151 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.6, 1.8, -29.5) go2 (-28.6, 3.0, -28.0)
trial 1 t84.71636 lA True rA True pd1 2.847275 pd2 2.90889 eo1 0.9313684 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.1, 1.9, -30.1) go2 (-27.9, 2.4, -26.4)
trial 1 t84.74937 lA True rA True pd1 2.696472 pd2 2.815521 eo1 0.9336441 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.0, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.1, 1.9, -30.2) go2 (-27.9, 2.4, -26.2)
trial 1 t84.7716 lA True rA True pd1 2.819519 pd2 2.7108 eo1 0.9332536 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.1, 1.9, -30.1) go2 (-27.9, 2.3, -26.1)
trial 1 t84.79395 lA True rA True pd1 2.826477 pd2 2.776474 eo1 0.9417889 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.1, 1.9, -30.1) go2 (-27.9, 2.3, -26.1)
trial 1 t84.81625 lA True rA True pd1 2.885452 pd2 2.721298 eo1 0.9493759 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.1, 1.9, -30.2) go2 (-27.9, 2.3, -26.2)
trial 1 t84.83846 lA True rA True pd1 2.894012 pd2 2.72049 eo1 0.9466126 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.1, 1.9, -30.2) go2 (-27.9, 2.3, -26.3)
trial 1 t84.86138 lA True rA True pd1 2.899155 pd2 2.708145 eo1 0.9565015 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.1, 1.9, -30.2) go2 (-27.9, 2.3, -26.4)
trial 1 t84.88294 lA True rA True pd1 2.896072 pd2 2.578842 eo1 0.9526374 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.9, -30.2) go2 (-27.9, 2.3, -26.4)
trial 1 t84.90535 lA True rA True pd1 2.888794 pd2 2.578659 eo1 0.9468204 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.9, -30.2) go2 (-27.9, 2.3, -26.4)
trial 1 t84.92764 lA True rA True pd1 2.864883 pd2 2.630325 eo1 0.9536604 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.9, -30.2) go2 (-28.0, 2.3, -26.4)
trial 1 t84.94999 lA True rA True pd1 2.865814 pd2 2.657654 eo1 0.9545986 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.0, 1.0) go1 (34.0, 1.9, -30.2) go2 (-28.0, 2.3, -26.4)
trial 1 t84.97213 lA True rA True pd1 2.858047 pd2 2.568878 eo1 0.9539254 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.0, 1.0) go1 (34.0, 1.9, -30.1) go2 (-28.0, 2.3, -26.4)
trial 1 t84.9946 lA True rA True pd1 2.865601 pd2 2.670532 eo1 0.9626048 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.8, -30.1) go2 (-28.0, 2.3, -26.5)
trial 1 t85.01687 lA True rA True pd1 2.871262 pd2 2.810242 eo1 0.951613 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.8, -30.1) go2 (-28.0, 2.3, -26.4)
trial 1 t85.03993 lA True rA True pd1 2.870682 pd2 2.712921 eo1 0.9467205 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.8, -30.1) go2 (-28.0, 2.3, -26.5)
trial 1 t85.06085 lA True rA True pd1 2.90181 pd2 2.805542 eo1 0.950959 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.8, -30.1) go2 (-28.0, 2.3, -26.5)
trial 1 t85.08295 lA True rA True pd1 2.901611 pd2 2.831635 eo1 0.9526895 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.8, -30.1) go2 (-28.0, 2.3, -26.5)
trial 1 t85.11619 lA True rA True pd1 2.900131 pd2 2.854614 eo1 0.9585835 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.8, -30.1) go2 (-28.0, 2.3, -26.5)
trial 1 t85.13815 lA True rA True pd1 2.900101 pd2 2.624207 eo1 0.953411 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.0, 1.0) go1 (34.0, 1.8, -30.1) go2 (-28.0, 2.3, -26.5)
trial 1 t85.16036 lA True rA True pd1 2.899109 pd2 2.624023 eo1 0.947935 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.0, 1.0) go1 (34.0, 1.8, -30.1) go2 (-28.0, 2.3, -26.5)
trial 1 t85.18273 lA True rA True pd1 2.876251 pd2 2.718445 eo1 1 eo2 1 pp1 (0.4, 0.5) pp2 (0.4, 0.5) gd1 (0.0, 0.1, 1.0) gd2 (0.1, 0.1, 1.0) go1 (34.0, 1.8, -30.0) go2 (-28.0, 2.2, -26.0)
trial 1 t85.20504 lA True rA True pd1 2.329681 pd2 2.922958 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.6, 1.7, -29.7) go2 (-28.6, 2.9, -27.8)
trial 1 t85.22752 lA True rA True pd1 2.297134 pd2 2.857697 eo1 1 eo2 1 pp1 (0.5, 0.5) pp2 (0.4, 0.5) gd1 (-0.1, 0.0, 1.0) gd2 (0.0, 0.1, 1.0) go1 (33.1, 1.8, -29.8) go2 (-29.0, 2.9, -27.9)
